id,stock_code,stock_name,title,announce_type,publish_date,url
2026-04-03-1,300081,恒信东方,恒信东方:关于公司股票被实施其他风险警示暨股票停复牌的提示性公告,停牌公告,2026-04-03,https://data.eastmoney.com/notices/detail/300081/AN202604031821018452.html
2026-04-03-2,920493,并行科技,并行科技:2025年度内部控制自我评价报告,内部控制报告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017441.html
2026-04-03-3,920493,并行科技,并行科技:2025年度独立董事述职报告(李晓静),独立董事述职报告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017451.html
2026-04-03-4,300049,福瑞医科,福瑞医科:300049福瑞医科投资者关系管理信息20260403,调研活动,2026-04-03,https://data.eastmoney.com/notices/detail/300049/AN202604031821014745.html
2026-04-03-5,600862,中航高科,中航高科:投资者活动关系记录表,调研活动,2026-04-03,https://data.eastmoney.com/notices/detail/600862/AN202604031821011007.html
2026-04-03-6,688062,迈威生物,迈威生物:迈威生物关于刊发H股发行聆讯后资料集的公告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/688062/AN202604031821003169.html
2026-04-03-7,301595,太力科技,太力科技:投资者关系活动记录表2026011,调研活动,2026-04-03,https://data.eastmoney.com/notices/detail/301595/AN202604031821018456.html
2026-04-03-8,300081,恒信东方,恒信东方:关于收到中国证券监督管理委员会北京监管局《行政处罚事先告知书》的公告,处罚,2026-04-03,https://data.eastmoney.com/notices/detail/300081/AN202604031821018453.html
2026-04-03-9,002202,金风科技,金风科技:2026年4月3日2025年报业绩路演活动,调研活动,2026-04-03,https://data.eastmoney.com/notices/detail/002202/AN202604031821018114.html
2026-04-03-10,000050,深天马A,深天马Ａ:2026年4月3日投资者关系活动记录表,调研活动,2026-04-03,https://data.eastmoney.com/notices/detail/000050/AN202604031821018035.html
2026-04-03-11,002348,高乐股份,关于对广东高乐股份有限公司及相关当事人给予通报批评处分的决定,深交所股票通报批评,2026-04-03,https://data.eastmoney.com/notices/detail/002348/AN202604031821017990.html
2026-04-03-12,002821,凯莱英,凯莱英:2025年度网上业绩说明会投资者关系记录表,调研活动,2026-04-03,https://data.eastmoney.com/notices/detail/002821/AN202604031821017918.html
2026-04-03-13,300059,东方财富,东方财富:2026年4月3日投资者关系活动附件之2025年度网上业绩说明会实录,调研活动,2026-04-03,https://data.eastmoney.com/notices/detail/300059/AN202604031821017917.html
2026-04-03-14,000062,深圳华强,深圳华强:2026年4月3日投资者关系活动记录表,调研活动,2026-04-03,https://data.eastmoney.com/notices/detail/000062/AN202604031821017919.html
2026-04-03-15,300750,宁德时代,宁德时代:上海市通力律师事务所关于宁德时代新能源科技股份有限公司2025年年度股东会的法律意见书,法律意见书,2026-04-03,https://data.eastmoney.com/notices/detail/300750/AN202604031821017846.html
2026-04-03-16,300750,宁德时代,宁德时代:关于变更部分A股募集资金用途后新签订募集资金三方监管协议的公告,签订协议,2026-04-03,https://data.eastmoney.com/notices/detail/300750/AN202604031821017844.html
2026-04-03-17,300750,宁德时代,宁德时代:2025年年度股东会决议公告,分配方案决议公告,2026-04-03,https://data.eastmoney.com/notices/detail/300750/AN202604031821017845.html
2026-04-03-18,300091,*ST金灵,*ST金灵:关于选举第七届董事会职工代表董事的公告,高管人员任职变动,2026-04-03,https://data.eastmoney.com/notices/detail/300091/AN202604031821017774.html
2026-04-03-19,300091,*ST金灵,*ST金灵:金通灵2026年第一次临时股东会法律意见书,法律意见书,2026-04-03,https://data.eastmoney.com/notices/detail/300091/AN202604031821017778.html
2026-04-03-20,300091,*ST金灵,*ST金灵:2026年第一次临时股东会决议公告,股东大会决议公告,2026-04-03,https://data.eastmoney.com/notices/detail/300091/AN202604031821017777.html
2026-04-03-21,300091,*ST金灵,*ST金灵:关于董事会完成换届选举及聘任高级管理人员、证券事务代表的公告,高管人员任职变动,2026-04-03,https://data.eastmoney.com/notices/detail/300091/AN202604031821017776.html
2026-04-03-22,300091,*ST金灵,*ST金灵:关于独立董事取得独立董事培训证明的公告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/300091/AN202604031821017772.html
2026-04-03-23,300091,*ST金灵,*ST金灵:关于申请撤销公司股票因重整而被实施规范类退市风险警示的公告,申请撤销风险警示及特别处理,2026-04-03,https://data.eastmoney.com/notices/detail/300091/AN202604031821017773.html
2026-04-03-24,300091,*ST金灵,*ST金灵:第七届董事会第一次会议决议公告,高管人员任职变动,2026-04-03,https://data.eastmoney.com/notices/detail/300091/AN202604031821017775.html
2026-04-03-25,600400,红豆股份,关于对江苏红豆实业股份有限公司、控股股东红豆集团有限公司及有关责任人予以通报批评的决定,上交所股票通报批评,2026-04-03,https://data.eastmoney.com/notices/detail/600400/AN202604031821017667.html
2026-04-03-26,300697,电工合金,电工合金:上海市广发律师事务所关于江阴电工合金股份有限公司向不特定对象发行可转换公司债券的补充法律意见(一)(更新稿)(豁免版),法律意见书,2026-04-03,https://data.eastmoney.com/notices/detail/300697/AN202604031821017592.html
2026-04-03-27,300697,电工合金,电工合金:江阴电工合金股份有限公司及国金证券股份有限公司关于江阴电工合金股份有限公司向不特定对象发行可转换公司债券的审核问询函的回复(修订稿)(豁免版),回复问询函公告,2026-04-03,https://data.eastmoney.com/notices/detail/300697/AN202604031821017591.html
2026-04-03-28,300697,电工合金,电工合金:关于向不特定对象发行可转换公司债券的审核问询函回复(修订稿)的提示性公告,回复问询函公告,2026-04-03,https://data.eastmoney.com/notices/detail/300697/AN202604031821017594.html
2026-04-03-29,300697,电工合金,电工合金:关于获得高新技术企业证书的公告,获得认证,2026-04-03,https://data.eastmoney.com/notices/detail/300697/AN202604031821017599.html
2026-04-03-30,300697,电工合金,电工合金:容诚会计师事务所(特殊普通合伙)关于江阴电工合金股份有限公司申请向不特定对象发行可转换公司债券的审核问询函中有关财务会计问题的专项说明(豁免版),专项说明/独立意见,2026-04-03,https://data.eastmoney.com/notices/detail/300697/AN202604031821017598.html
2026-04-03-31,301248,杰创智能,杰创智能:关于公司和子公司向银行等金融机构申请综合授信进展的自愿性公告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/301248/AN202604031821017471.html
2026-04-03-32,920493,并行科技,并行科技:2025年度营业收入扣除情况表的鉴证报告(信会师报字[2026]第ZB10218号),保荐/核查意见,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017459.html
2026-04-03-33,920493,并行科技,并行科技:购买资产的公告,收购出售资产/股权,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017466.html
2026-04-03-34,920493,并行科技,并行科技:北京并行科技股份有限公司2024年股权激励计划第二个行权期行权条件成就及注销第一个行权期股票期权的法律意见书,法律意见书,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017452.html
2026-04-03-35,920493,并行科技,并行科技:关于2026年度董事、高级管理人员薪酬方案的公告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017458.html
2026-04-03-36,920493,并行科技,并行科技:2025年度独立董事独立性自查情况的专项报告,自查报告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017456.html
2026-04-03-37,920493,并行科技,并行科技:董事和高级管理人员薪酬管理制度,管理办法/制度,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017457.html
2026-04-03-38,920493,并行科技,并行科技:2025年度审计委员会对会计师事务所履行监督职责情况报告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017448.html
2026-04-03-39,920493,并行科技,并行科技:2025年度募集资金存放、管理与使用情况专项报告的鉴证报告(信会师报字[2026]第ZB10217号),保荐/核查意见,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017445.html
2026-04-03-40,920493,并行科技,并行科技:2025年度独立董事述职报告(郑纬民已离任),独立董事述职报告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017453.html
2026-04-03-41,920493,并行科技,并行科技:2025年度股东及其他关联方占用资金情况说明的专项报告(信会师报字[2026]第ZB10216号),保荐/核查意见,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017463.html
2026-04-03-42,920493,并行科技,并行科技:关于召开2025年年度股东会通知公告(提供网络投票),召开股东大会通知,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017467.html
2026-04-03-43,920493,并行科技,并行科技:2025年度审计报告及财务报表(信会师报字[2026]第ZB10214号),审计报告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017460.html
2026-04-03-44,920493,并行科技,并行科技:2025年年度报告摘要,年度报告摘要,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017469.html
2026-04-03-45,920493,并行科技,并行科技:2025年年度报告,年度报告全文,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017462.html
2026-04-03-46,920493,并行科技,并行科技:2025年度内部控制审计报告(信会师报字[2026]第ZB10215号),审计报告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017464.html
2026-04-03-47,920493,并行科技,并行科技:北京博星证券投资顾问有限公司关于北京并行科技股份有限公司2024年股权激励计划首次及预留授予第二个行权期行权条件成就事项的独立财务顾问报告,保荐/核查意见,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017461.html
2026-04-03-48,920493,并行科技,并行科技:2025年度募集资金存放、管理与实际使用情况的专项报告,募集资金使用情况报告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017444.html
2026-04-03-49,920493,并行科技,并行科技:北京并行科技股份有限公司2022年股权激励计划注销部分股票期权的法律意见书,法律意见书,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017450.html
2026-04-03-50,920493,并行科技,并行科技:2025年度独立董事述职报告(范小华),独立董事述职报告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017455.html
2026-04-03-51,920493,并行科技,并行科技:2025年度董事会工作报告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017447.html
2026-04-03-52,920493,并行科技,并行科技:2025年度独立董事述职报告(陈文光),独立董事述职报告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017468.html
2026-04-03-53,920493,并行科技,并行科技:2025年度会计师事务所履职情况评估报告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017446.html
2026-04-03-54,920493,并行科技,并行科技:中国国际金融股份有限公司关于北京并行科技股份有限公司2025年度募集资金存放、管理与实际使用情况的专项核查报告,保荐/核查意见,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017454.html
2026-04-03-55,920493,并行科技,并行科技:关于未弥补亏损达实收股本总额三分之一的公告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017449.html
2026-04-03-56,920493,并行科技,并行科技:拟续聘2026年度会计师事务所公告,审计机构变更,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017443.html
2026-04-03-57,920493,并行科技,并行科技:第四届董事会第十次会议决议公告,分配预案,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017465.html
2026-04-03-58,920493,并行科技,并行科技:2025年度董事会审计委员会履职情况报告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017442.html
2026-04-03-59,920493,并行科技,并行科技:关于公司2024年股权激励计划首次授予部分和预留授予部分第二个行权期行权条件成就的公告,股权激励进展公告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017437.html
2026-04-03-60,920493,并行科技,并行科技:关于注销2024年股权激励计划第一个行权期部分股票期权的公告,股权激励进展公告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017436.html
2026-04-03-61,920493,并行科技,并行科技:独立董事专门会议关于公司2024年股权激励计划首次授予部分和预留授予部分第二个行权期行权条件成就的核查意见,专项说明/独立意见,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017434.html
2026-04-03-62,920493,并行科技,并行科技:独立董事专门会议关于注销2022年股权激励计划和2024年股权激励计划部分股票期权的核查意见,专项说明/独立意见,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017435.html
2026-04-03-63,920493,并行科技,并行科技:关于注销2022年股权激励计划部分股票期权的公告,股权激励进展公告,2026-04-03,https://data.eastmoney.com/notices/detail/920493/AN202604031821017433.html
2026-04-03-64,300136,信维通信,1-1募集说明书(申报稿)(深圳市信维通信股份有限公司),创业板再融资募集说明书申报稿,2026-04-03,https://data.eastmoney.com/notices/detail/300136/AN202604031821017336.html
2026-04-03-65,300136,信维通信,6-1发行人最近一年的财务报告及其审计报告以及最近一期的财务报告(申报稿)(深圳市信维通信股份有限公司),创业板再融资审计报告申报稿,2026-04-03,https://data.eastmoney.com/notices/detail/300136/AN202604031821017334.html
2026-04-03-66,300692,中赋科技,6-1发行人最近一年的财务报告及其审计报告以及最近一期的财务报告(申报稿)(安徽中赋源创科技集团股份有限公司),创业板再融资审计报告申报稿,2026-04-03,https://data.eastmoney.com/notices/detail/300692/AN202604031821017332.html
2026-04-03-67,300692,中赋科技,1-1募集说明书(申报稿)(安徽中赋源创科技集团股份有限公司),创业板再融资募集说明书申报稿,2026-04-03,https://data.eastmoney.com/notices/detail/300692/AN202604031821017329.html
2026-04-03-68,300327,中颖电子,中颖电子:关于公司2026年度向特定对象发行股票预案披露的提示性公告,增发提示性公告,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017342.html
2026-04-03-69,300327,中颖电子,中颖电子:关于提请股东会批准控股股东免于以要约方式增持公司股份的公告,股东/实际控制人股份增持,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017351.html
2026-04-03-70,300327,中颖电子,中颖电子:独立董事关于公司2026年度向特定对象发行股票方案论证分析报告的专项意见,专项说明/独立意见,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017350.html
2026-04-03-71,300327,中颖电子,中颖电子:2026年度向特定对象发行股票募集资金使用可行性分析报告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017348.html
2026-04-03-72,300692,中赋科技,4-1法律意见书(申报稿)(安徽中赋源创科技集团股份有限公司),创业板再融资法律意见书申报稿,2026-04-03,https://data.eastmoney.com/notices/detail/300692/AN202604031821017331.html
2026-04-03-73,300327,中颖电子,中颖电子:关于公司向特定对象发行股票涉及关联交易事项的公告,关联交易,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017345.html
2026-04-03-74,300327,中颖电子,中颖电子:董事会审计委员会关于公司2026年度向特定对象发行股票相关事项的书面审核意见,专项说明/独立意见,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017340.html
2026-04-03-75,300327,中颖电子,中颖电子:关于最近五年不存在被证券监管部门和交易所采取处罚或监管措施情况的公告,处罚,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017352.html
2026-04-03-76,300327,中颖电子,中颖电子:未来三年(2026-2028年)股东分红回报规划,其他,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017343.html
2026-04-03-77,300327,中颖电子,中颖电子:关于无需编制前次募集资金使用情况报告的公告,募集资金使用情况报告,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017353.html
2026-04-03-78,300327,中颖电子,中颖电子:关于本次向特定对象发行股票不存在直接或通过利益相关方向参与认购的投资者提供财务资助或补偿的公告,获得补贴（资助）,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017349.html
2026-04-03-79,300327,中颖电子,中颖电子:关于2026年度向特定对象发行A股股票摊薄即期回报、采取填补措施及相关主体承诺的公告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017347.html
2026-04-03-80,300327,中颖电子,中颖电子:2026年度公司向特定对象发行股票方案论证分析报告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017341.html
2026-04-03-81,300327,中颖电子,中颖电子:2026年度向特定对象发行股票预案,增发预案,2026-04-03,https://data.eastmoney.com/notices/detail/300327/AN202604031821017344.html
2026-04-03-82,300136,信维通信,4-1法律意见书(申报稿)(深圳市信维通信股份有限公司),创业板再融资法律意见书申报稿,2026-04-03,https://data.eastmoney.com/notices/detail/300136/AN202604031821017338.html
2026-04-03-83,300136,信维通信,3-3上市保荐书(申报稿)(深圳市信维通信股份有限公司),创业板再融资上市保荐书申报稿,2026-04-03,https://data.eastmoney.com/notices/detail/300136/AN202604031821017337.html
2026-04-03-84,300692,中赋科技,3-1证券发行保荐书(申报稿)(安徽中赋源创科技集团股份有限公司),创业板再融资发行保荐书申报稿,2026-04-03,https://data.eastmoney.com/notices/detail/300692/AN202604031821017335.html
2026-04-03-85,300136,信维通信,3-1证券发行保荐书(申报稿)(深圳市信维通信股份有限公司),创业板再融资发行保荐书申报稿,2026-04-03,https://data.eastmoney.com/notices/detail/300136/AN202604031821017333.html
2026-04-03-86,300692,中赋科技,3-3上市保荐书(申报稿)(安徽中赋源创科技集团股份有限公司),创业板再融资上市保荐书申报稿,2026-04-03,https://data.eastmoney.com/notices/detail/300692/AN202604031821017330.html
2026-04-03-87,920570,坤博精工,坤博精工:股东拟减持股份的预披露公告,股东/实际控制人股份减持,2026-04-03,https://data.eastmoney.com/notices/detail/920570/AN202604031821017339.html
2026-04-03-88,300496,中科创达,中科创达:关于股份回购完成暨股份变动的公告,股本变动,2026-04-03,https://data.eastmoney.com/notices/detail/300496/AN202604031821017316.html
2026-04-03-89,300496,中科创达,中科创达:关于董事长提议变更回购股份用途为注销的公告,高管人员任职变动,2026-04-03,https://data.eastmoney.com/notices/detail/300496/AN202604031821017304.html
2026-04-03-90,300761,立华股份,立华股份:关于公司实际控制人及其一致行动人减持计划完成的公告,股东/实际控制人股份减持,2026-04-03,https://data.eastmoney.com/notices/detail/300761/AN202604031821017242.html
2026-04-03-91,920023,田野股份,田野股份:关于公司及相关当事人收到中国证券监督管理委员会立案告知书的公告,违法违规,2026-04-03,https://data.eastmoney.com/notices/detail/920023/AN202604031821017231.html
2026-04-03-92,002818,富森美,深交所:富森美_监管函,深交所股票监管函,2026-04-03,https://data.eastmoney.com/notices/detail/002818/AN202604031821017193.html
2026-04-03-93,301136,招标股份,招标股份:关于控股股东一致行动人及董事、高级管理人员减持股份预披露公告,股东/实际控制人股份减持,2026-04-03,https://data.eastmoney.com/notices/detail/301136/AN202604031821017219.html
2026-04-03-94,002552,宝鼎科技,宝鼎科技:002552宝鼎科技业绩说明会20260402,调研活动,2026-04-03,https://data.eastmoney.com/notices/detail/002552/AN202604031821017104.html
2026-04-03-95,300253,卫宁健康,卫宁健康:关于回购股份注销完成暨股份变动的公告,股本变动,2026-04-03,https://data.eastmoney.com/notices/detail/300253/AN202604031821017174.html
2026-04-03-96,300253,卫宁健康,卫宁健康:关于卫宁转债转股价格调整的公告,其他,2026-04-03,https://data.eastmoney.com/notices/detail/300253/AN202604031821017168.html
2026-04-03-97,002066,瑞泰科技,瑞泰科技:2026年4月3日投资者关系活动记录表,调研活动,2026-04-03,https://data.eastmoney.com/notices/detail/002066/AN202604031821016907.html
2026-04-03-98,688016,心脉医疗,心脉医疗:2026-001心脉医疗:投资者关系活动记录表,调研活动,2026-04-03,https://data.eastmoney.com/notices/detail/688016/AN202604031821014912.html
2026-04-03-99,300696,爱乐达,爱乐达:关于高级管理人员减持股份预披露的公告,高管人员持股变动,2026-04-03,https://data.eastmoney.com/notices/detail/300696/AN202604031821016985.html
