id,stock_code,stock_name,title,announce_type,publish_date,url
2026-03-30-34,920694,中裕科技,中裕科技:中兴华会计师事务所(特殊普通合伙)关于中裕软管科技股份有限公司2025年度内部控制审计报告,审计报告,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877230.html
2026-03-30-35,920694,中裕科技,中裕科技:中兴华会计师事务所(特殊普通合伙)关于中裕软管科技股份有限公司2025年度非经营性资金占用及其他关联资金往来情况的专项说明,专项说明/独立意见,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877237.html
2026-03-30-36,920694,中裕科技,中裕科技:2025年度审计报告,审计报告,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877249.html
2026-03-30-37,920694,中裕科技,中裕科技:拟续聘2026年度会计师事务所公告,审计机构变更,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877243.html
2026-03-30-38,920694,中裕科技,中裕科技:2025年度环境、社会及公司治理(ESG)报告,ESG公告,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877232.html
2026-03-30-39,920694,中裕科技,中裕科技:东吴证券股份有限公司关于中裕软管科技股份有限公司预计2026年度为子公司提供担保的核查意见,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877226.html
2026-03-30-40,920694,中裕科技,中裕科技:2025年年度报告业绩说明会预告公告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877235.html
2026-03-30-41,920694,中裕科技,中裕科技:中兴华会计师事务所(特殊普通合伙)关于中裕软管科技股份有限公司2025年度募集资金存放与实际使用情况的鉴证报告,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877252.html
2026-03-30-42,920694,中裕科技,中裕科技:审计委员会对会计师事务所履行监督职责情况报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877242.html
2026-03-30-43,920694,中裕科技,中裕科技:2025年度募集资金存放、管理与实际使用情况的专项报告,募集资金使用情况报告,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877247.html
2026-03-30-44,920694,中裕科技,中裕科技:关于2026年度董事、高级管理人员薪酬方案的公告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877229.html
2026-03-30-45,920694,中裕科技,中裕科技:东吴证券股份有限公司关于中裕软管科技股份有限公司2025年度募集资金存放与使用情况的专项核查报告,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877227.html
2026-03-30-46,920694,中裕科技,中裕科技:2025年年度报告摘要,年度报告摘要,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877240.html
2026-03-30-47,920694,中裕科技,中裕科技:2025年年度独立董事述职报告(周余俊),独立董事述职报告,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877234.html
2026-03-30-48,920694,中裕科技,中裕科技:开展外汇套期保值业务的可行性分析报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877248.html
2026-03-30-49,920694,中裕科技,中裕科技:董事、高级管理人员薪酬管理制度,管理办法/制度,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877244.html
2026-03-30-50,920694,中裕科技,中裕科技:2025年度内部控制自我评价报告,内部控制报告,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877238.html
2026-03-30-51,920694,中裕科技,中裕科技:2025年年度报告,年度报告全文,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877246.html
2026-03-30-52,920694,中裕科技,中裕科技:2025年年度独立董事述职报告(邬爱其),独立董事述职报告,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877228.html
2026-03-30-53,920694,中裕科技,中裕科技:2025年度会计师事务所履职情况评估报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877225.html
2026-03-30-54,920694,中裕科技,中裕科技:第三届董事会第二十六次会议决议公告,分配预案,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877239.html
2026-03-30-55,920694,中裕科技,中裕科技:关于召开2025年年度股东会通知公告(提供网络投票),召开股东大会通知,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877245.html
2026-03-30-56,920694,中裕科技,中裕科技:董事会关于独立董事独立性自查情况的专项报告,自查报告,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877224.html
2026-03-30-57,920694,中裕科技,中裕科技:关于预计2026年度为子公司提供担保的公告,担保年度额度预计,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877254.html
2026-03-30-58,920694,中裕科技,中裕科技:2025年度董事会工作报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877233.html
2026-03-30-59,920694,中裕科技,中裕科技:2025年年度独立董事述职报告(李前林),独立董事述职报告,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877255.html
2026-03-30-60,920694,中裕科技,中裕科技:董事会审计委员会2025年度履职情况报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877250.html
2026-03-30-61,920694,中裕科技,中裕科技:东吴证券股份有限公司关于中裕软管科技股份有限公司2025年度持续督导定期现场检查报告,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877253.html
2026-03-30-62,920694,中裕科技,中裕科技:2025年年度权益分派预案公告,分配预案,2026-03-30,https://data.eastmoney.com/notices/detail/920694/AN202603301820877236.html
2026-03-30-63,300975,商络电子,商络电子:关于控股股东、实际控制人提前终止股份减持计划的公告,股东/实际控制人股份减持,2026-03-30,https://data.eastmoney.com/notices/detail/300975/AN202603301820876445.html
2026-03-30-64,300225,*ST金泰,*ST金泰:关于2025年年度报告编制及最新审计进展情况,其他,2026-03-30,https://data.eastmoney.com/notices/detail/300225/AN202603301820875442.html
2026-03-30-65,300143,盈康生命,盈康生命:300143盈康生命投资者关系管理信息20260330,调研活动,2026-03-30,https://data.eastmoney.com/notices/detail/300143/AN202603301820875264.html
2026-03-30-66,300647,超频三,超频三:关于公司向银行申请授信额度暨关联担保及公司为控股子公司申请银行授信提供担保的进展公告,提供/对外担保公告,2026-03-30,https://data.eastmoney.com/notices/detail/300647/AN202603301820874476.html
2026-03-30-67,920062,科润智控,科润智控:签订框架协议的公告,签订协议,2026-03-30,https://data.eastmoney.com/notices/detail/920062/AN202603301820874421.html
2026-03-30-68,A22484,飞依诺,3-1-2发行保荐书(申报稿)(飞依诺科技股份有限公司),创业板IPO发行保荐书申报稿,2026-03-30,https://data.eastmoney.com/notices/detail/A22484/AN202603301820873233.html
2026-03-30-69,A22484,飞依诺,3-2-1财务报告及审计报告(申报稿)(飞依诺科技股份有限公司),创业板IPO审计报告申报稿,2026-03-30,https://data.eastmoney.com/notices/detail/A22484/AN202603301820873232.html
2026-03-30-70,A22484,飞依诺,3-1-3上市保荐书(申报稿)(飞依诺科技股份有限公司),创业板IPO上市保荐书申报稿,2026-03-30,https://data.eastmoney.com/notices/detail/A22484/AN202603301820873234.html
2026-03-30-71,A22484,飞依诺,3-3-1法律意见书(申报稿)(飞依诺科技股份有限公司),创业板IPO法律意见书申报稿,2026-03-30,https://data.eastmoney.com/notices/detail/A22484/AN202603301820873231.html
2026-03-30-72,A22484,飞依诺,1-1招股说明书(申报稿)(飞依诺科技股份有限公司),创业板IPO招股说明书申报稿,2026-03-30,https://data.eastmoney.com/notices/detail/A22484/AN202603301820873230.html
2026-03-30-73,300147,ST香雪,ST香雪:第九届董事会第三十四次会议决议公告,董事会决议公告,2026-03-30,https://data.eastmoney.com/notices/detail/300147/AN202603301820873711.html
2026-03-30-74,300147,ST香雪,ST香雪:关于累计诉讼事项的公告,诉讼仲裁,2026-03-30,https://data.eastmoney.com/notices/detail/300147/AN202603301820873741.html
2026-03-30-75,300147,ST香雪,ST香雪:关于公司划转子公司股权的公告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/300147/AN202603301820873731.html
2026-03-30-76,300147,ST香雪,ST香雪:关于申请借款续期的公告,借贷,2026-03-30,https://data.eastmoney.com/notices/detail/300147/AN202603301820873727.html
2026-03-30-77,300101,振芯科技,振芯科技:关于董事、总经理及代行董事会秘书辞职的公告,高管人员任职变动,2026-03-30,https://data.eastmoney.com/notices/detail/300101/AN202603301820873447.html
2026-03-30-78,002675,东诚药业,东诚药业:002675东诚药业投资者关系管理信息20260330,调研活动,2026-03-30,https://data.eastmoney.com/notices/detail/002675/AN202603301820873188.html
2026-03-30-79,000837,秦川机床,秦川机床:2026年3月30日投资者关系活动记录表,调研活动,2026-03-30,https://data.eastmoney.com/notices/detail/000837/AN202603301820872626.html
2026-03-30-80,920415,恒拓开源,恒拓开源:第五届董事会第十一次会议决议公告,分配预案,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873019.html
2026-03-30-81,920037,广信科技,广信科技:董事、高管薪酬管理制度,管理办法/制度,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873056.html
2026-03-30-82,920415,恒拓开源,恒拓开源:2025年年度报告,年度报告全文,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873012.html
2026-03-30-83,920037,广信科技,广信科技:董事会关于独立董事独立性情况的专项报告,专项说明/独立意见,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873018.html
2026-03-30-84,920037,广信科技,广信科技:独立董事候选人声明(黄利萍),独立董事候选人声明,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873028.html
2026-03-30-85,920037,广信科技,广信科技:东兴证券股份有限公司关于湖南广信科技股份有限公司2025年度持续督导跟踪报告,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873017.html
2026-03-30-86,920037,广信科技,广信科技:2025年年度报告,年度报告全文,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873043.html
2026-03-30-87,920415,恒拓开源,恒拓开源:会计师事务所2025年度履职情况评估报告暨审计委员会履行监督职责情况的报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873016.html
2026-03-30-88,920415,恒拓开源,恒拓开源:2025年度审计报告,审计报告,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873048.html
2026-03-30-89,920037,广信科技,广信科技:关于2026年度公司及子公司向银行申请综合授信额度暨担保额度预计的公告,担保年度额度预计,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873027.html
2026-03-30-90,920037,广信科技,广信科技:关于使用自有闲置资金进行现金管理的公告,投资理财,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873061.html
2026-03-30-91,920037,广信科技,广信科技:2025年度董事会工作报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873036.html
2026-03-30-92,920415,恒拓开源,恒拓开源:董事会审计委员会2025年度履职情况报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873013.html
2026-03-30-93,920037,广信科技,广信科技:2025年年度报告业绩说明会预告公告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873044.html
2026-03-30-94,920037,广信科技,广信科技:使用闲置募集资金现金管理的公告,投资理财,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873058.html
2026-03-30-95,920037,广信科技,广信科技:2025年度审计报告,审计报告,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873014.html
2026-03-30-96,920037,广信科技,广信科技:2025年度募集资金存放、管理与实际使用情况的专项报告,募集资金使用情况报告,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873025.html
2026-03-30-97,920037,广信科技,广信科技:关于召开2025年年度股东会通知公告(提供网络投票),召开股东大会通知,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873045.html
2026-03-30-98,920037,广信科技,广信科技:拟续聘2026年度会计师事务所公告,审计机构变更,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873023.html
2026-03-30-99,920415,恒拓开源,恒拓开源:2025年度独立董事述职报告(薛强),独立董事述职报告,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873064.html
2026-03-30-100,920037,广信科技,广信科技:2025年年度独立董事述职报告(王红霞),独立董事述职报告,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873050.html
2026-03-30-101,920037,广信科技,广信科技:会计师事务所履职情况评估报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873029.html
2026-03-30-102,920415,恒拓开源,恒拓开源:2025年年度权益分派预案公告,分配预案,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873052.html
2026-03-30-103,920415,恒拓开源,恒拓开源:2025年年度报告摘要,年度报告摘要,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873034.html
2026-03-30-104,920037,广信科技,广信科技:2025年年度独立董事述职报告(赵德军),独立董事述职报告,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873035.html
2026-03-30-105,920415,恒拓开源,恒拓开源:2025年度独立董事述职报告(张瑞怡),独立董事述职报告,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873057.html
2026-03-30-106,920415,恒拓开源,恒拓开源:中审众环会计师事务所关于恒拓开源信息科技股份有限公司募集资金年度存放、管理与实际使用情况的鉴证报告,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873039.html
2026-03-30-107,920037,广信科技,广信科技:非经营性资金占用及其他关联资金往来情况的专项审计说明,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873022.html
2026-03-30-108,920037,广信科技,广信科技:独立董事候选人声明(张早平),独立董事候选人声明,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873021.html
2026-03-30-109,920415,恒拓开源,恒拓开源:关于召开2025年年度股东会通知公告(提供网络投票),召开股东大会通知,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873059.html
2026-03-30-110,920037,广信科技,广信科技:独立董事提名人声明与承诺,独立董事提名人声明,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873040.html
2026-03-30-111,920037,广信科技,广信科技:独立董事、证券事务代表变动公告,高管人员任职变动,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873046.html
2026-03-30-112,920037,广信科技,广信科技:2025年年度权益分派预案公告,分配预案,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873024.html
2026-03-30-113,920415,恒拓开源,恒拓开源:2025年度董事会工作报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873042.html
2026-03-30-114,920415,恒拓开源,恒拓开源:中信建投证券股份有限公司关于恒拓开源信息科技股份有限公司使用募集资金向全资子公司提供借款以实施募投项目的专项核查报告,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873053.html
2026-03-30-115,920037,广信科技,广信科技:第六届董事会第八次会议决议公告,分配预案,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873033.html
2026-03-30-116,920415,恒拓开源,恒拓开源:2025年度内部控制评价报告,内部控制报告,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873026.html
2026-03-30-117,920415,恒拓开源,恒拓开源:中审众环会计师事务所关于恒拓开源信息科技股份有限公司非经营性资金占用及其他关联资金往来情况汇总表的专项审核报告,专项说明/独立意见,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873041.html
2026-03-30-118,920037,广信科技,广信科技:募集资金年度存放、管理与实际使用情况鉴证报告,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873032.html
2026-03-30-119,920415,恒拓开源,恒拓开源:中信建投证券股份有限公司关于恒拓开源信息科技股份有限公司2025年度募集资金存放、管理和使用情况的专项核查报告,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873062.html
2026-03-30-120,920415,恒拓开源,恒拓开源:关于使用募集资金向全资子公司提供借款以实施募投项目的公告,募集资金使用情况报告,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873031.html
2026-03-30-121,920037,广信科技,广信科技:东兴证券股份有限公司关于湖南广信股份有限公司2025年度募集资金存放与使用情况的核查意见,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873051.html
2026-03-30-122,920037,广信科技,广信科技:内部控制审计报告,审计报告,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873038.html
2026-03-30-123,920037,广信科技,广信科技:2025年年度报告摘要,年度报告摘要,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873037.html
2026-03-30-124,920037,广信科技,广信科技:2025年度内部控制自我评价报告,内部控制报告,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873047.html
2026-03-30-125,920037,广信科技,广信科技:关于2026年度董事、高级管理人员薪酬方案的公告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873020.html
2026-03-30-126,920037,广信科技,广信科技:董事会审计委员会对会计师事务所履行监督职责情况报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873049.html
2026-03-30-127,920415,恒拓开源,恒拓开源:2025年度内部控制审计报告,审计报告,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873015.html
2026-03-30-128,920415,恒拓开源,恒拓开源:2025年度独立董事述职报告(关积珍),独立董事述职报告,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873063.html
2026-03-30-129,920415,恒拓开源,恒拓开源:2025年度募集资金存放、管理与实际使用情况的专项报告,募集资金使用情况报告,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873060.html
2026-03-30-130,920415,恒拓开源,恒拓开源:董事会关于独立董事独立性情况的专项意见,专项说明/独立意见,2026-03-30,https://data.eastmoney.com/notices/detail/920415/AN202603301820873055.html
2026-03-30-131,920037,广信科技,广信科技:2025年年度独立董事述职报告(郭振岩),独立董事述职报告,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873054.html
2026-03-30-132,920037,广信科技,广信科技:董事会审计委员会2025年度履职情况报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920037/AN202603301820873030.html
2026-03-30-133,920675,秉扬科技,秉扬科技:华西证券股份有限公司关于攀枝花秉扬科技股份有限公司2025年度募集资金存放与实际使用情况的核查意见,保荐/核查意见,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872517.html
2026-03-30-134,920675,秉扬科技,秉扬科技:2026年度董事、高级管理人员薪酬方案,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872513.html
2026-03-30-135,920675,秉扬科技,秉扬科技:2025年度内部控制自我评价报告,内部控制报告,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872510.html
2026-03-30-136,920675,秉扬科技,秉扬科技:会计师事务所履职情况评估报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872518.html
2026-03-30-137,920675,秉扬科技,秉扬科技:拟续聘2026年度会计师事务所公告,审计机构变更,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872519.html
2026-03-30-138,920675,秉扬科技,秉扬科技:中汇会计师事务所(特殊普通合伙)关于攀枝花秉扬科技股份有限公司关于非经营性资金占用及其他关联资金往来情况的专项审核说明,专项说明/独立意见,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872521.html
2026-03-30-139,920675,秉扬科技,秉扬科技:2025年年度报告,年度报告全文,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872520.html
2026-03-30-140,920675,秉扬科技,秉扬科技:董事会审计委员会2025年度履职情况报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872505.html
2026-03-30-141,920675,秉扬科技,秉扬科技:2025年年度权益分派预案公告,分配预案,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872523.html
2026-03-30-142,920675,秉扬科技,秉扬科技:董事会关于独立董事独立性自查情况专项报告,自查报告,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872504.html
2026-03-30-143,920675,秉扬科技,秉扬科技:审计委员会对会计师事务所履行监督职责情况报告,其他,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872522.html
2026-03-30-144,920675,秉扬科技,秉扬科技:第四届董事会第九次会议决议公告,分配预案,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872524.html
2026-03-30-145,920675,秉扬科技,秉扬科技:中汇会计师事务所(特殊普通合伙)关于攀枝花秉扬科技股份有限公司2025年度内部控制审计报告,审计报告,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872507.html
2026-03-30-146,920675,秉扬科技,秉扬科技:2025年度独立董事述职报告(杨建强),独立董事述职报告,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872516.html
2026-03-30-147,920675,秉扬科技,秉扬科技:董事、高管薪酬管理制度,管理办法/制度,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872503.html
2026-03-30-148,920675,秉扬科技,秉扬科技:募集资金存放、管理与实际使用情况的专项报告,募集资金使用情况报告,2026-03-30,https://data.eastmoney.com/notices/detail/920675/AN202603301820872502.html
