id,stock_code,stock_name,title,announce_type,publish_date,url
2026-03-26-1,300748,金力永磁,金力永磁:2026年3月26日投资者关系活动记录表,调研活动,2026-03-26,https://data.eastmoney.com/notices/detail/300748/AN202603261820773568.html
2026-03-26-2,300458,全志科技,全志科技:2026年员工持股计划(草案)摘要,员工持股计划,2026-03-26,https://data.eastmoney.com/notices/detail/300458/AN202603261820773605.html
2026-03-26-3,300797,钢研纳克,钢研纳克:300797钢研纳克投资者关系管理信息20260326,调研活动,2026-03-26,https://data.eastmoney.com/notices/detail/300797/AN202603261820771783.html
2026-03-26-4,300340,科恒股份,科恒股份:关于持股5%以上股东收到《执行完毕告知书》暨部分股份被司法强制执行完毕的公告,其他,2026-03-26,https://data.eastmoney.com/notices/detail/300340/AN202603261820767703.html
2026-03-26-5,300183,东软载波,东软载波:关于变更公司证券事务代表的公告,高管人员任职变动,2026-03-26,https://data.eastmoney.com/notices/detail/300183/AN202603261820767279.html
2026-03-26-6,600230,沧州大化,沧州大化:沧州大化股份有限公司2026年第一次临时股东会会议资料,股东大会资料,2026-03-26,https://data.eastmoney.com/notices/detail/600230/AN202603251820740764.html
2026-03-26-7,603082,北自科技,关于同意北自所(北京)科技发展股份有限公司发行股份购买资产并募集配套资金注册的批复,沪主板并购重组审核注册结果通知,2026-03-26,https://data.eastmoney.com/notices/detail/603082/AN202603271820803449.html
2026-03-26-8,300674,宇信科技,宇信科技:关于召开2025年度业绩说明会的公告,其他,2026-03-26,https://data.eastmoney.com/notices/detail/300674/AN202603271820803335.html
2026-03-26-9,000905,厦门港务,厦门港务:投资者关系活动记录表（厦门港务2025年度业绩说明会）,调研活动,2026-03-26,https://data.eastmoney.com/notices/detail/000905/AN202603271820787878.html
2026-03-26-10,002530,金财互联,金财互联:2025年年度报告网上业绩说明会暨投资者关系活动记录表(2026年3月26日),调研活动,2026-03-26,https://data.eastmoney.com/notices/detail/002530/AN202603261820778437.html
2026-03-26-11,000786,北新建材,北新建材:2026年3月26日投资者关系活动记录表,调研活动,2026-03-26,https://data.eastmoney.com/notices/detail/000786/AN202603261820776883.html
2026-03-26-12,300339,润和软件,润和软件:2026年第一次临时股东会决议公告,股东大会决议公告,2026-03-26,https://data.eastmoney.com/notices/detail/300339/AN202603261820775644.html
2026-03-26-13,300339,润和软件,润和软件:第八届董事会第一次会议决议公告,高管人员任职变动,2026-03-26,https://data.eastmoney.com/notices/detail/300339/AN202603261820775643.html
2026-03-26-14,300339,润和软件,润和软件:润和软件2026年第一次临时股东会法律意见书,法律意见书,2026-03-26,https://data.eastmoney.com/notices/detail/300339/AN202603261820775642.html
2026-03-26-15,300339,润和软件,润和软件:关于董事会换届完成及聘任高级管理人员、证券事务代表及内部审计负责人的公告,高管人员任职变动,2026-03-26,https://data.eastmoney.com/notices/detail/300339/AN202603261820775641.html
2026-03-26-16,300339,润和软件,润和软件:关于选举第八届董事会职工董事的公告,高管人员任职变动,2026-03-26,https://data.eastmoney.com/notices/detail/300339/AN202603261820775640.html
2026-03-26-17,A25098,广泰真空,北京证券交易所上市委员会2026年第30次审议会议结果公告,北交所上市审核会议结果,2026-03-26,https://data.eastmoney.com/notices/detail/A25098/AN202603261820775511.html
2026-03-26-18,000988,华工科技,华工科技:2026年3月26日投资者关系活动记录表,调研活动,2026-03-26,https://data.eastmoney.com/notices/detail/000988/AN202603261820775064.html
2026-03-26-19,300251,光线传媒,光线传媒:第六届董事会第十四次会议决议公告,董事会决议公告,2026-03-26,https://data.eastmoney.com/notices/detail/300251/AN202603261820775213.html
2026-03-26-20,300251,光线传媒,光线传媒:关于签署合作框架协议暨关联交易的公告,签订协议,2026-03-26,https://data.eastmoney.com/notices/detail/300251/AN202603261820775214.html
